"","word1","word2","n"
"2767","farm","prices",1
"2768","farm","surplus",1
"2769","farmer's","milkhouse",1
"2770","farmers","businessmen",1
"2771","farmers","den",1
"2772","farnsworth","reproduction",1
"2773","farnsworth","vision",1
"2774","fat","majority",1
"2775","fatal","picture",1
"2776","father","joe",1
"2777","father's","honest",1
"2778","favor","economy",1
"2779","favor","heavy",1
"2780","favor","warren",1
"2781","favorable","comment",1
"2782","favorable","votes",1
"2783","favored","cutting",1
"2784","favorite","theme",1
"2785","favors","raising",1
"2786","fbi","report",1
"2787","fearful","cost",1
"2788","feasi","bility",1
"2789","feature","pictures",1
"2790","features","senator",1
"2791","feckless","arguments",1
"2792","fed","eral",1
"2793","feder","power",1
"2794","federal","administration",1
"2795","federal","assist",1
"2796","federal","bureau",1
"2797","federal","centralization",1
"2798","federal","construction",1
"2799","federal","districts",1
"2800","federal","establishment",1
"2801","federal","expense",1
"2802","federal","funds",1
"2803","federal","grant",1
"2804","federal","housing",1
"2805","federal","hydroelectric",1
"2806","federal","inspec",1
"2807","federal","investment",1
"2808","federal","judge",1
"2809","federal","legisla",1
"2810","federal","level",1
"2811","federal","ma",1
"2812","federal","money",1
"2813","federal","monopoly",1
"2814","federal","offense",1
"2815","federal","office",1
"2816","federal","payments",1
"2817","federal","plan",1
"2818","federal","preemption",1
"2819","federal","primaries",1
"2820","federal","programs",1
"2821","federal","projects",1
"2822","federal","questionnaire",1
"2823","federal","reach",1
"2824","federal","requirement",1
"2825","federal","revenue",1
"2826","federal","socialsecurity",1
"2827","federal","spending",1
"2828","federal","superhighways",1
"2829","federal","system",1
"2830","federal","taxes",1
"2831","feedback","obsession",1
"2832","feedgrain","production",1
"2833","feel","equally",1
"2834","fel","low",1
"2835","fellow","democrat",1
"2836","fellow","travelers",1
"2837","fellows","run",1
"2838","fessional","societies",1
"2839","feuding","ing",1
"2840","fever","heat",1
"2841","fever","president",1
"2842","fewer","cattle",1
"2843","fewer","jobs",1
"2844","fically","dissects",1
"2845","fierce","criticism",1
"2846","fifteen","hours",1
"2847","fight","carried",1
"2848","fight","hard",1
"2849","fight","olson",1
"2850","fighting","faith",1
"2851","fighting","hard",1
"2852","figure","garbed",1
"2853","figure","includes",1
"2854","figure","originally",1
"2855","figure","thirteen",1
"2856","figured","domestic",1
"2857","figures","bespeak",1
"2858","figures","cope",1
"2859","figures","makes",1
"2860","file","directly",1
"2861","file","remember",1
"2862","film","exports",1
"2863","film","tax",1
"2864","films","shown",1
"2865","final","choice",1
"2866","final","creel",1
"2867","final","figure",1
"2868","final","hope",1
"2869","final","returns",1
"2870","final","session",1
"2871","finally","absorb",1
"2872","finally","emer",1
"2873","finally","found",1
"2874","finally","specific",1
"2875","financ","ing",1
"2876","financial","demands",1
"2877","financial","insanity",1
"2878","financial","necessities",1
"2879","financial","plan",1
"2880","financial","position",1
"2881","fine","hunting",1
"2882","fine","public",1
"2883","fine","thinking",1
"2884","finest","attributes",1
"2885","finest","newspaper",1
"2886","finest","onthejob",1
"2887","finneganbutler","plan",1
"2888","firm","contention",1
"2889","firm","stand",1
"2890","firsthand","study",1
"2891","fiscal","attack",1
"2892","fiscal","irresponsibility",1
"2893","fiscal","obligations",1
"2894","fish","market",1
"2895","flabby","campaigning",1
"2896","flandersives","bill",1
"2897","flared","momentarily",1
"2898","flaring","conflicts",1
"2899","flashy","qualifications",1
"2900","flatter","flynn",1
"2901","flawless","result",1
"2902","floodprevention","operations",1
"2903","floor","senator",1
"2904","florida","nuclear",1
"2905","flynn","scorned",1
"2906","fm","radio",1
"2907","fo","president",1
"2908","fof","canvassing",1
"2909","foley","dream",1
"2910","follette's","defeat",1
"2911","follettemonroney","legislative",1
"2912","follow","politics",1
"2913","follow","recognition",1
"2914","follow","suit",1
"2915","followers","fanatical",1
"2916","followers","seized",1
"2917","food","direct",1
"2918","food","production",1
"2919","food","spending",1
"2920","foolhardy","venture",1
"2921","forand","bill",1
"2922","forbid","defiance",1
"2923","forbids","political",1
"2924","force","reports",1
"2925","forced","doctors",1
"2926","forceful","lessons",1
"2927","forcefully","illustrates",1
"2928","forces","included",1
"2929","ford","admits",1
"2930","ford","money",1
"2931","foregoing","accounts",1
"2932","foregoing","qualifications",1
"2933","foreign","competition",1
"2934","foreign","conferences",1
"2935","foreign","direction",1
"2936","foreign","embassies",1
"2937","foreign","fields",1
"2938","foreign","gov",1
"2939","foreign","names",1
"2940","foreign","ob",1
"2941","foreign","products",1
"2942","foreign","raw",1
"2943","foreign","sales",1
"2944","foreign","trade",1
"2945","foreign","war",1
"2946","foreignaffairs","au",1
"2947","foreignservice","officers",1
"2948","foreigntrade","message",1
"2949","foreseeable","future",1
"2950","form","adopted",1
"2951","formal","amendment",1
"2952","formatting","discrepancies",1
"2953","formidable","opponent",1
"2954","formulate","policies",1
"2955","formulates","determines",1
"2956","forthcoming","conference",1
"2957","forthcoming","white",1
"2958","fortune","article",1
"2959","fortunes","doctors",1
"2960","forward","backward",1
"2961","foster","dulles",1
"2962","fought","hard",1
"2963","found","guidance",1
"2964","found","northern",1
"2965","foundations","political",1
"2966","foundations","supplant",1
"2967","foundations","universities",1
"2968","founded","obligations",1
"2969","fourteenth","amendment",1
"2970","fourth","branch",1
"2971","fourth","rejection",1
"2972","fractional","horsepower",1
"2973","fractional","hp",1
"2974","fragile","linear",1
"2975","fragments","created",1
"2976","france","boosted",1
"2977","frank","hague",1
"2978","frank","van",1
"2979","frank","walker",1
"2980","franklin","roosevelt",1
"2981","free","enterprise",1
"2982","free","industry",1
"2983","free","maps",1
"2984","free","radio",1
"2985","free","scheme",1
"2986","free","society",1
"2987","freedom","ii",1
"2988","freedom","john",1
"2989","freeman","answers",1
"2990","freeman","assistant",1
"2991","freeman","served",1
"2992","freeman","study",1
"2993","french","revolution",1
"2994","frequent","question",1
"2995","frequently","deal",1
"2996","freudian","vocabulary",1
"2997","freund","adds",1
"2998","freund","considers",1
"2999","freund","hand",1
"3000","friend","added",1
"3001","friendly","atmosphere",1
"3002","friendly","attitude",1
"3003","friendly","constituents",1
"3004","friendly","japan",1
"3005","friends","knight",1
"3006","friendship","organizations",1
"3007","friendship","seldom",1
"3008","frightening","aspect",1
"3009","frightful","peril",1
"3010","front","pages",1
"3011","fryingpan","project",1
"3012","fryingpan","transmountain",1
"3013","fryingpanarkansas","transmoun",1
"3014","ft","wayne",1
"3015","fulldress","rehearsal",1
"3016","function","similar",1
"3017","fundamental","policies",1
"3018","fundamental","principles",1
"3019","fundamentally","canada",1
"3020","furnish","information",1
"3021","fused","thinking",1
"3022","future","aid",1
"3023","future","cp",1
"3024","future","depression",1
"3025","future","disaster",1
"3026","future","reflection",1
"3027","future","regular",1
"3028","gadgets","failed",1
"3029","gahagan","douglas",1
"3030","gain","attention",1
"3031","gains","additional",1
"3032","gaitskell","thomas",1
"3033","gallup","poll",1
"3034","gamble","americans",1
"3035","game","concern",1
"3036","gaping","omission",1
"3037","garfield","suggest",1
"3038","gas","electric",1
"3039","gate","henry",1
"3040","gathers","strength",1
"3041","gator","independent",1
"3042","gen","eral",1
"3043","gen","george",1
"3044","general's","office",1
"3045","generalized","powers",1
"3046","generalwelfare","clauses",1
"3047","generous","terms",1
"3048","gentle","irritant",1
"3049","genuine","alterna",1
"3050","genuine","business",1
"3051","genuine","economic",1
"3052","genuine","necessities",1
"3053","genuine","respect",1
"3054","genuinely","formidable",1
"3055","geographical","districts",1
"3056","george","bell",1
"3057","george","creel's",1
"3058","george","meany",1
"3059","george","patton",1
"3060","george","proposals",1
"3061","georgian","illustrated",1
"3062","german","nationalism",1
"3063","gether","herbert",1
"3064","ghostly","nimbus",1
"3065","gi","bonds",1
"3066","giant","cargo",1
"3067","gifttax","structure",1
"3068","gilbert","chief",1
"3069","gilded","age",1
"3070","gimmick","called",1
"3071","gin","tors",1
"3072","giving","benefits",1
"3073","giving","currency",1
"3074","giving","greatly",1
"3075","giving","plenty",1
"3076","giving","ultimately",1
"3077","glamorous","gahagan",1
"3078","glaring","ambiguities",1
"3079","glaring","examples",1
"3080","glibly","assume",1
"3081","glibly","speak",1
"3082","gloomy","predictions",1
"3083","glueck","roscoe",1
"3084","glueck","studies",1
"3085","gluecks","revolutionary",1
"3086","goal","preserve",1
"3087","god","wot",1
"3088","goethe","believed",1
"3089","goethe","bicentennial",1
"3090","goethe","central",1
"3091","goethe","drew",1
"3092","goethe","embraced",1
"3093","goethe","spurned",1
"3094","goldwater","dislodged",1
"3095","goldwater","running",1
"3096","goldwater's","vigorous",1
"3097","goodby","gate",1
"3098","goodwin","knight",1
"3099","goofy","research",1
"3100","gop","leaders",1
"3101","gop","national",1
"3102","gore","kerr",1
"3103","gotham","glanders",1
"3104","gov","ernest",1
"3105","gov","george",1
"3106","gov","harold",1
"3107","gov.elect","thomas",1
"3108","govern","ment",1
"3109","governing","britain",1
"3110","government","ac",1
"3111","government","accounting",1
"3112","government","alien",1
"3113","government","assume",1
"3114","government","benefits",1
"3115","government","build",1
"3116","government","builds",1
"3117","government","corporations",1
"3118","government","debt",1
"3119","government","department",1
"3120","government","distribution",1
"3121","government","economists",1
"3122","government","engineering",1
"3123","government","enterprise",1
"3124","government","grows",1
"3125","government","including",1
"3126","government","invasion",1
"3127","government","investment",1
"3128","government","involves",1
"3129","government","medical",1
"3130","government","medicine",1
"3131","government","million",1
"3132","government","monopoly",1
"3133","government","ownership",1
"3134","government","pays",1
"3135","government","plays",1
"3136","government","policy",1
"3137","government","power",1
"3138","government","printing",1
"3139","government","pro",1
"3140","government","program",1
"3141","government","reorganization",1
"3142","government","spending",1
"3143","government","supported",1
"3144","government","takes",1
"3145","government's","action",1
"3146","governmental","monstrosity",1
"3147","governmental","ships",1
"3148","governments","afford",1
"3149","governor","attorney",1
"3150","governor","driscoll",1
"3151","governor","knight",1
"3152","governor","langlie",1
"3153","governor","lowden",1
"3154","governor","rockefeller",1
"3155","governor","smith",1
"3156","governor","timmerman",1
"3157","governor","warren",1
"3158","governors","conference",1
"3159","governors","conferences",1
"3160","governors","recently",1
"3161","grade","blue",1
"3162","graduate","school",1
"3163","graduated","corpora",1
"3164","graduated","tax",1
"3165","graduating","class",1
"3166","grain","sorghums",1
"3167","grains","account",1
"3168","grains","oats",1
"3169","grand","coulee",1
"3170","grand","juries",1
"3171","grand","jury's",1
"3172","graphically","portrayed",1
"3173","grass","roots",1
"3174","gration","issue",1
"3175","grave","charge",1
"3176","grave","doubt",1
"3177","gravely","endangered",1
"3178","greatly","admired",1
"3179","greatly","changed",1
"3180","greatly","dispropor",1
"3181","greatly","illustrated",1
"3182","greatly","increase",1
"3183","greatly","overshadowed",1
"3184","greatly","reduce",1
"3185","greatly","reduced",1
"3186","greatly","revered",1
"3187","greatness","lay",1
"3188","green","mountains",1
"3189","greenville","s.c",1
"3190","gregory","hines",1
"3191","gressive","invasion",1
"3192","grew","worse",1
"3193","grim","warning",1
"3194","grimy","flag",1
"3195","grimy","tenements",1
"3196","grossly","underused",1
